serial_num,price,alpha,position,trade,price_change,pnl
45,18392.884194652623,-0.5197473124709253,0,0.0,357.2039483920853,0.0
46,18446.608303506837,0.2411985233989702,0,0.0,53.72410885421414,0.0
47,18249.992070353353,0.8270010061802848,1,1.0,-196.61623315348334,-18446.608303506837
48,18610.575162426376,0.1575334186324926,0,-1.0,360.58309207302227,18610.575162426376
49,18345.19824306049,0.9880040088651336,1,1.0,-265.37691936588453,-18610.575162426376
50,18418.43764956834,0.2837906468708047,1,0.0,73.23940650784789,73.23940650784789
51,18657.23409392317,-0.6262450321642121,0,-1.0,238.79644435482987,18657.23409392317
52,18690.52242059924,0.3012590920075149,0,0.0,33.28832667607276,0.0
53,18613.010890495814,0.0916941254185492,0,0.0,-77.5115301034275,0.0
54,18983.923708070502,-0.2596389330664876,0,0.0,370.91281757468823,0.0
55,18671.89076375564,0.1431920889519427,0,0.0,-312.0329443148621,0.0
56,19000.100753805244,-0.0853150350978746,0,0.0,328.2099900496032,0.0
57,19216.276903364775,0.5325209946500715,0,0.0,216.17614955953104,0.0
58,19000.336305717985,0.1374301470687657,0,0.0,-215.94059764678968,0.0
59,18988.502511946288,-0.1777744855292957,0,0.0,-11.833793771696946,0.0
60,19469.11885750076,1.0184638739937704,1,1.0,480.6163455544738,-18988.502511946288
61,19343.576398319103,-0.5804566692970574,0,-1.0,-125.54245918165907,19343.576398319103
62,19170.93917928164,1.2305090079318624,1,1.0,-172.6372190374641,-19343.576398319103
63,19018.24228219406,-0.7863825702645648,0,-1.0,-152.6968970875787,19018.24228219406
64,19132.490984549364,0.7422013859968755,1,1.0,114.24870235530398,-19018.24228219406
65,19029.790558533055,0.2677287773121786,1,0.0,-102.70042601630848,-102.70042601630848
66,18971.023603912097,0.2391879845440221,1,0.0,-58.76695462095813,-58.76695462095813
67,18801.75992367921,1.2908142538527263,1,0.0,-169.26368023288887,-169.26368023288887
68,18897.01359704328,0.8004073465464101,1,0.0,95.25367336406998,95.25367336406998
69,19259.40084225822,-0.294899204973859,0,-1.0,362.3872452149408,19259.40084225822
70,19328.882410718124,0.3421610809250177,0,0.0,69.48156845990525,0.0
71,19332.24644634542,0.9364608627016566,1,1.0,3.3640356272953795,-19328.882410718124
72,19452.14318624086,-0.2733366049153067,0,-1.0,119.89673989544099,19452.14318624086
73,19627.84961650222,-0.8757086129120482,-1,-1.0,175.70643026135804,19452.14318624086
74,19359.85705038344,0.8348158240212773,0,1.0,-267.9925661187772,-19359.85705038344
75,19040.27168094016,0.2442327331849774,0,0.0,-319.5853694432808,0.0
76,19260.522135330793,-0.3241465969699555,0,0.0,220.2504543906325,0.0
77,19069.595255885702,0.0968708177513986,0,0.0,-190.9268794450909,0.0
78,18671.057139863493,-0.1668070668975425,0,0.0,-398.5381160222096,0.0
79,18660.637262007134,-0.2657704286514606,0,0.0,-10.419877856358653,0.0
80,18359.54974901013,-0.7423887534333942,-1,-1.0,-301.0875129970045,18660.637262007134
81,18531.846173918468,-0.6369979648929158,-1,0.0,172.29642490833794,-172.29642490833794
82,18458.501274503706,-0.7913276719532685,-1,0.0,-73.34489941476204,73.34489941476204
83,18109.775201818917,0.7733146905563268,0,1.0,-348.72607268478896,-18109.775201818917
84,18646.370391743378,0.1965068635354101,0,0.0,536.595189924461,0.0
85,18660.89673630424,-0.507116606758653,0,0.0,14.526344560861617,0.0
86,18468.76566659605,-0.5505859239010806,0,0.0,-192.1310697081899,0.0
87,18135.647465504804,-0.0862229806869991,0,0.0,-333.1182010912453,0.0
88,17854.407773782394,0.8373308657976595,1,1.0,-281.2396917224105,-18135.647465504804
89,17816.11758414047,0.6348224407317531,1,0.0,-38.29018964192437,-38.29018964192437
90,17731.57699237287,0.2572519137691378,1,0.0,-84.54059176759984,-84.54059176759984
91,17726.911578821804,0.2180842264200984,1,0.0,-4.665413551065285,-4.665413551065285
92,17807.355035301265,-0.2281954967450601,0,-1.0,80.44345647946102,17807.355035301265
93,17206.874869654155,-0.3813036128165723,0,0.0,-600.48016564711,0.0
94,16956.83732037841,-0.5961027883347856,0,0.0,-250.03754927574482,0.0
95,17205.822895727073,0.2618236239447129,0,0.0,248.98557534866268,0.0
96,17375.33688889456,-0.1790899296735764,0,0.0,169.51399316748575,0.0
97,17279.793555763514,0.9403539261867042,1,1.0,-95.54333313104507,-17375.33688889456
98,17305.23598140838,0.2773778106470472,1,0.0,25.44242564486558,25.44242564486558
99,17541.70742061856,0.695267405696423,1,0.0,236.47143921018142,236.47143921018142
100,17223.207838829425,0.1870872765182047,0,-1.0,-318.49958178913585,17223.207838829425
101,17354.179069556845,0.6593561163420243,1,1.0,130.97123072742033,-17223.207838829425
102,17363.379064653476,-0.4639003474773113,0,-1.0,9.199995096631028,17363.379064653476
103,17066.144408545144,-0.5405334455844975,0,0.0,-297.2346561083323,0.0
104,17147.878097846395,0.1703094444616235,0,0.0,81.7336893012507,0.0
105,17384.71558474581,-0.2532527004511051,0,0.0,236.83748689941422,0.0
106,17255.923429977494,0.2391397583120884,0,0.0,-128.7921547683145,0.0
107,17226.604659491026,0.0309466191025991,0,0.0,-29.318770486468566,0.0
108,17307.49506992707,0.0490387430508079,0,0.0,80.89041043604448,0.0
109,17648.955947550752,1.3865918917622988,1,1.0,341.4608776236819,-17307.49506992707
110,17397.807846917607,0.3721777731150006,1,0.0,-251.14810063314508,-251.14810063314508
111,17102.149772035737,-0.7820900227067902,0,-1.0,-295.65807488187056,17102.149772035737
112,17416.34636926222,-0.0840367100342309,0,0.0,314.1965972264843,0.0
113,17541.90228274434,1.0571637675178795,1,1.0,125.55591348211965,-17416.34636926222
114,17573.30791177758,-0.1756296177211331,0,-1.0,31.405629033240984,17573.30791177758
115,17548.96782997696,0.3142240238219238,0,0.0,-24.34008180062301,0.0
116,17610.064156821867,-0.7802036837385304,-1,-1.0,61.09632684490862,17548.96782997696
117,17838.124422360634,-0.083022935681851,0,1.0,228.06026553876654,-17838.124422360634
118,17855.963756127094,0.5447780721489823,0,0.0,17.839333766460186,0.0
119,18174.84169153212,-0.1153033202638211,0,0.0,318.87793540502753,0.0
120,18544.79801452345,-0.3353592617085157,0,0.0,369.9563229913292,0.0
121,18529.442332827573,-0.13668939733032,0,0.0,-15.355681695877138,0.0
122,18693.99561004704,-0.0128463275998229,0,0.0,164.55327721946742,0.0
123,18767.542934953628,-0.3122991279846652,0,0.0,73.54732490658716,0.0
124,18794.98353205463,0.7112388235804481,1,1.0,27.440597101001913,-18767.542934953628
125,18455.864534471948,0.011647580030178,0,-1.0,-339.1189975826819,18455.864534471948
126,18508.34432915899,-0.4457607699157266,0,0.0,52.47979468704216,0.0
127,18655.82350070116,0.1977134354459497,0,0.0,147.47917154217066,0.0
128,18362.54156506269,-0.2521818408351088,0,0.0,-293.2819356384716,0.0
129,18355.660857067083,1.076086648150758,1,1.0,-6.880707995605917,-18362.54156506269
130,18397.598315071275,0.418065737238237,1,0.0,41.937458004191285,41.937458004191285
131,18278.008128022033,-0.6637303442743798,0,-1.0,-119.59018704924165,18278.008128022033
132,18342.850370677184,0.0182775967999093,0,0.0,64.8422426551515,0.0
133,18302.07119838609,-0.2727585887368344,0,0.0,-40.779172291095165,0.0
134,18162.319384562757,-0.5029940374763002,0,0.0,-139.75181382333176,0.0
135,18582.375802790903,0.4224256342778787,0,0.0,420.05641822814505,0.0
136,18354.85266207031,-0.0983631503742041,0,0.0,-227.5231407205938,0.0
137,18324.200286770185,-0.7328796105944944,-1,-1.0,-30.652375300123822,18354.85266207031
138,18321.82237303315,0.5637926995353788,0,1.0,-2.377913737036579,-18321.82237303315
139,18480.09111570613,-0.346365524594957,0,0.0,158.26874267298263,0.0
140,18221.81599791751,-0.2125407253746043,0,0.0,-258.27511778862026,0.0
141,18280.44285852264,0.7261007990201138,1,1.0,58.62686060513079,-18221.81599791751
142,18171.386414102413,-0.2610420999948364,0,-1.0,-109.05644442022822,18171.386414102413
143,17826.168475687908,-0.8293117226863205,-1,-1.0,-345.2179384145056,18171.386414102413
144,17541.49264322436,0.0101282740540207,0,1.0,-284.67583246354843,-17541.49264322436
145,17479.667613446207,0.123218620112858,0,0.0,-61.825029778152384,0.0
146,17683.670593480994,-0.163763296476856,0,0.0,204.00298003478747,0.0
147,17925.12964024913,0.6046900177317736,1,1.0,241.45904676813734,-17683.670593480994
148,18089.599034313393,0.2226100123257484,1,0.0,164.469394064261,164.469394064261
149,18175.04623699237,0.3841594204287801,1,0.0,85.44720267897719,85.44720267897719
150,17978.727483097908,1.0352156807143067,1,0.0,-196.31875389446213,-196.31875389446213
151,17758.05572828265,-0.240471386218058,0,-1.0,-220.6717548152592,17758.05572828265
152,17910.857388306755,0.5091746541018338,0,0.0,152.80166002410624,0.0
153,17864.274126434833,-0.854222329877758,-1,-1.0,-46.58326187192142,17910.857388306755
154,17618.844384708285,-0.2014938757593316,-1,0.0,-245.42974172654795,245.42974172654795
155,17595.59863469005,-0.3380504331209217,-1,0.0,-23.245750018235412,23.245750018235412
156,17174.197498124813,0.4633331813682408,0,1.0,-421.4011365652368,-17174.197498124813
157,17150.4869792692,-0.1574069343837179,0,0.0,-23.710518855612463,0.0
158,17376.456041283684,0.2649084626676004,0,0.0,225.96906201448292,0.0
159,17163.559627023576,0.0567828160226668,0,0.0,-212.89641426010712,0.0
160,17048.09241864995,-0.8328466552787435,-1,-1.0,-115.46720837362591,17163.559627023576
161,17114.09192715712,0.8335762604273982,0,1.0,65.99950850716777,-17114.09192715712
162,17095.926528206233,0.8722452989623046,1,1.0,-18.165398950884992,-17114.09192715712
163,17220.517419175627,-0.4606687813102981,0,-1.0,124.59089096939351,17220.517419175627
164,17071.25921945903,-0.3555130344771329,0,0.0,-149.25819971659803,0.0
165,16774.23265002899,-0.134033799594619,0,0.0,-297.0265694300397,0.0
166,16766.52657584646,-0.4242894331750646,0,0.0,-7.706074182529846,0.0
167,16718.717615735553,1.2554174641964615,1,1.0,-47.8089601109059,-16766.52657584646
168,16371.455325507768,0.5196802981229225,1,0.0,-347.26229022778534,-347.26229022778534
169,16150.143358805832,-0.4558774457743331,0,-1.0,-221.3119667019364,16150.143358805832
170,15985.22374398423,-0.1031839754398527,0,0.0,-164.9196148216015,0.0
171,16030.888460255332,-0.210655627828713,0,0.0,45.6647162711015,0.0
172,16192.59706635822,0.2943311762691123,0,0.0,161.70860610288764,0.0
173,16189.812189293774,-0.3236636277231652,0,0.0,-2.784877064445027,0.0
174,16243.649447471003,0.3751588124098899,0,0.0,53.83725817722916,0.0
175,16414.257646285332,0.2822591227289792,0,0.0,170.60819881432872,0.0
176,16711.825827423687,0.6564470632571853,1,1.0,297.5681811383547,-16414.257646285332
177,16690.169646486578,0.1747075832303584,0,-1.0,-21.65618093710873,16690.169646486578
178,16374.806443101652,-0.6103092238402661,-1,-1.0,-315.36320338492624,16690.169646486578
179,16479.770516304186,-0.1402127152793133,0,1.0,104.96407320253456,-16479.770516304186
180,16428.828454728213,-0.7973035028098807,-1,-1.0,-50.94206157597364,16479.770516304186
181,16404.178915854045,-0.0007723148394369,0,1.0,-24.649538874167774,-16404.178915854045
182,16954.245229469063,0.907684449718814,1,1.0,550.0663136150179,-16404.178915854045
183,16850.312740813133,0.2029098610731097,1,0.0,-103.93248865592977,-103.93248865592977
184,17182.849078546355,0.3463359400354471,1,0.0,332.53633773322144,332.53633773322144
185,17218.758364302284,-0.2588789257642971,0,-1.0,35.909285755929886,17218.758364302284
186,17301.374507101766,0.7150458168560196,1,1.0,82.61614279948117,-17218.758364302284
187,17198.36612506915,0.402437888534803,1,0.0,-103.00838203261446,-103.00838203261446
188,16958.045071739107,0.2703219478462766,1,0.0,-240.32105333004438,-240.32105333004438
189,16877.96187203196,0.2237780923177954,1,0.0,-80.08319970714729,-80.08319970714729
190,16528.19267327445,0.6682856183744961,1,0.0,-349.769198757509,-349.769198757509
191,17064.950024670285,0.4495770946303201,1,0.0,536.7573513958341,536.7573513958341
192,16761.667008893888,0.40712684268596,1,0.0,-303.2830157763965,-303.2830157763965
193,17058.73735031304,0.2396049040488166,1,0.0,297.0703414191521,297.0703414191521
194,16895.474773308924,0.3971736633188305,1,0.0,-163.26257700411588,-163.26257700411588
195,16702.18570320501,-0.2389548041040929,0,-1.0,-193.28907010391413,16702.18570320501
196,16514.085986298236,0.5477891881589851,0,0.0,-188.09971690677412,0.0
197,16325.135698532576,0.661091276534727,1,1.0,-188.9502877656596,-16514.085986298236
198,16320.447296526578,-0.4677309024918992,0,-1.0,-4.688402005998796,16320.447296526578
199,16417.65921402618,-0.1565953188092967,0,0.0,97.21191749960053,0.0
200,16354.333589921767,0.654005428455843,1,1.0,-63.32562410441096,-16417.65921402618
201,16343.437347481917,-0.1765825801824301,0,-1.0,-10.896242439850539,16343.437347481917
202,16388.406578524464,-0.0148558281889159,0,0.0,44.96923104254711,0.0
203,16636.827337800612,0.0363436592944617,0,0.0,248.4207592761486,0.0
204,16588.815499153094,0.2911968124332111,0,0.0,-48.01183864751874,0.0
205,16526.700237029298,0.2938845900796374,0,0.0,-62.11526212379613,0.0
206,16596.187311758087,-0.5964694034141751,0,0.0,69.4870747287896,0.0
207,16378.778405944466,0.1952734313117843,0,0.0,-217.40890581362146,0.0
208,16547.284057432393,-0.0888340907948506,0,0.0,168.50565148792703,0.0
209,16637.744780756973,0.3191759169020365,0,0.0,90.46072332458061,0.0
210,16769.802526239248,-0.2772958865619834,0,0.0,132.05774548227419,0.0
211,16773.66603458858,0.1228480004697503,0,0.0,3.8635083493318234,0.0
212,16528.574338527014,-0.1210126249899858,0,0.0,-245.09169606156502,0.0
213,16695.494191777623,-0.0248951182186227,0,0.0,166.91985325060887,0.0
214,16685.261536720413,-0.5593179835394222,0,0.0,-10.23265505721065,0.0
215,16500.077955858316,0.0103931280276601,0,0.0,-185.18358086209628,0.0
216,16187.123942659227,0.094024234111703,0,0.0,-312.9540131990889,0.0
217,16657.43225556206,0.0775938868363397,0,0.0,470.30831290283277,0.0
218,16652.440113104603,-0.6310605650926793,-1,-1.0,-4.992142457456794,16657.43225556206
219,16674.370303171843,-0.0658960765243104,0,1.0,21.93019006723989,-16674.370303171843
220,17074.45075476496,0.2664394230667852,0,0.0,400.08045159311587,0.0
221,17155.42536652713,0.5027598734780896,0,0.0,80.97461176217257,0.0
222,16984.394867974963,0.3035350078121381,0,0.0,-171.03049855216886,0.0
223,16659.822301827204,0.6833473878051817,1,1.0,-324.57256614775906,-16984.394867974963
224,16808.470710411297,0.1639814928737357,0,-1.0,148.64840858409298,16808.470710411297
225,17202.293359571544,1.3089946252170512,1,1.0,393.82264916024724,-16808.470710411297
226,17134.38951169483,0.5057678970248407,1,0.0,-67.90384787671428,-67.90384787671428
227,17521.999764016156,-0.3660527890187068,0,-1.0,387.6102523213267,17521.999764016156
228,17490.32671612508,0.0011498424857379,0,0.0,-31.67304789107584,0.0
229,17792.56498189297,-0.007776985625598,0,0.0,302.23826576788997,0.0
230,18046.80164630332,0.834508251530004,1,1.0,254.23666441034948,-17792.56498189297
231,17921.325301465316,-0.8292921608735977,0,-1.0,-125.47634483800357,17921.325301465316
232,17807.37754952939,-0.1608818376760665,0,0.0,-113.94775193592795,0.0
233,17698.089701481633,0.4759606394146431,0,0.0,-109.28784804775569,0.0
234,17826.847696720513,0.5741398727796998,0,0.0,128.75799523888054,0.0
235,18092.442024268443,-1.0486549057877992,-1,-1.0,265.5943275479294,17826.847696720513
236,17896.606185989,-0.0547901791173839,0,1.0,-195.83583827944312,-17896.606185989
237,18199.285320309547,-0.2524910833932572,0,0.0,302.67913432054775,0.0
238,18201.269617205227,-0.2230914063970106,0,0.0,1.9842968956800178,0.0
239,18165.228711368803,-0.4107431291886232,0,0.0,-36.04090583642392,0.0
240,18250.40506607179,0.7945597064277008,1,1.0,85.17635470298774,-18165.228711368803
241,18546.536638623336,0.1417100830834474,0,-1.0,296.1315725515451,18546.536638623336
242,18216.854554126156,1.021658793923728,1,1.0,-329.68208449718077,-18546.536638623336
243,17960.93643639997,0.9276483480414712,1,0.0,-255.9181177261853,-255.9181177261853
244,17743.271313243364,-0.2648661585982061,0,-1.0,-217.66512315660657,17743.271313243364
245,17895.228886330053,0.0130271448954721,0,0.0,151.95757308668908,0.0
246,18020.619834731104,-0.2577535267117148,0,0.0,125.39094840105099,0.0
247,17970.858589678763,-0.2469241095056724,0,0.0,-49.76124505234111,0.0
248,18302.832265009816,-0.0923990086004422,0,0.0,331.9736753310535,0.0
249,18052.943970205524,-0.3263631767649686,0,0.0,-249.88829480429195,0.0
250,17797.713420686938,0.0369081562991322,0,0.0,-255.23054951858649,0.0
251,17774.068691142842,-0.0479698133436117,0,0.0,-23.644729544095753,0.0
252,18132.39097257648,-0.3201219024575066,0,0.0,358.3222814336368,0.0
253,18335.429601537508,0.397040890830747,0,0.0,203.03862896102873,0.0
254,18584.348640591543,-0.5913540502314532,0,0.0,248.91903905403524,0.0
255,18594.109001991175,0.1163664806808966,0,0.0,9.76036139963253,0.0
256,18345.819115406714,-0.6322940735418103,-1,-1.0,-248.28988658446178,18594.109001991175
257,18159.865489707947,-0.0470133920432767,0,1.0,-185.9536256987667,-18159.865489707947
258,18480.1714919566,0.8086486006910296,1,1.0,320.3060022486534,-18159.865489707947
259,18269.117360562745,0.5043150571293711,1,0.0,-211.05413139385564,-211.05413139385564
260,18512.437901232508,-0.047990577799204,0,-1.0,243.32054066976343,18512.437901232508
261,18473.499013284338,0.3559570898205053,0,0.0,-38.938887948170304,0.0
262,18721.27419744933,-0.3684112191827138,0,0.0,247.77518416499151,0.0
263,18569.80789995192,-0.8493294706907493,-1,-1.0,-151.46629749740896,18721.27419744933
264,18591.784509389345,0.01143180486602,0,1.0,21.976609437424486,-18591.784509389345
265,18562.176434721077,-0.1354577638344702,0,0.0,-29.608074668267363,0.0
266,18424.36590803445,0.648187107906514,1,1.0,-137.81052668662596,-18562.176434721077
267,18844.60394080567,-0.2904783015112286,0,-1.0,420.2380327712199,18844.60394080567
268,18874.79819473495,-0.7987595825805749,-1,-1.0,30.194253929279512,18844.60394080567
269,19129.582606070795,0.5709015435142493,0,1.0,254.7844113358442,-19129.582606070795
270,19289.024608470445,-0.490680824211092,0,0.0,159.44200239964994,0.0
271,19375.234958411605,-0.9942178948683338,-1,-1.0,86.21034994116053,19289.024608470445
272,19469.30063519418,0.133765183627343,0,1.0,94.06567678257488,-19469.30063519418
273,19373.387184178384,-0.1567911151175274,0,0.0,-95.91345101579645,0.0
274,19280.33629785116,-0.5365665355444666,0,0.0,-93.05088632722254,0.0
275,19236.44935170427,0.5186170676279849,0,0.0,-43.886946146893024,0.0
276,19191.90165416541,0.730187149935575,1,1.0,-44.54769753885921,-19236.44935170427
277,19266.938866934677,-0.1780355312667092,0,-1.0,75.03721276926808,19266.938866934677
278,19234.89913110579,0.4710288318614757,0,0.0,-32.03973582888648,0.0
279,19106.460227690008,0.5436903277849807,0,0.0,-128.438903415783,0.0
280,19427.295444399653,0.0296552040299351,0,0.0,320.83521670964547,0.0
281,19567.4073569434,-0.0525714262494954,0,0.0,140.11191254374717,0.0
282,19579.197392373895,0.2320856517041023,0,0.0,11.790035430494754,0.0
283,19471.45053187491,0.9397817149392456,1,1.0,-107.74686049898446,-19579.197392373895
284,19696.682609828254,0.135623040127379,0,-1.0,225.23207795334383,19696.682609828254
285,19714.981034593595,0.7695328112467621,1,1.0,18.298424765340314,-19696.682609828254
286,19968.73246126992,-0.0450204423067917,0,-1.0,253.75142667632463,19968.73246126992
287,19667.903684254383,-0.5023157819602848,0,0.0,-300.8287770155366,0.0
288,19393.161950999613,-0.2344915141875854,0,0.0,-274.7417332547702,0.0
289,19615.647206809314,-0.203127726623491,0,0.0,222.4852558097009,0.0
290,19613.88727334923,-0.868132100373278,-1,-1.0,-1.759933460081811,19615.647206809314
291,19833.287337430786,-0.1129153140964112,0,1.0,219.40006408155386,-19833.287337430786
292,19848.961878808237,0.5099730585329021,0,0.0,15.674541377451533,0.0
293,19652.30825437528,0.6539441331856741,1,1.0,-196.65362443295817,-19848.961878808237
294,19552.98501302621,-0.4146013828002421,0,-1.0,-99.32324134906958,19552.98501302621
295,19631.650783559136,0.0141138534668807,0,0.0,78.66577053292713,0.0
296,19853.631082490283,0.4690753684934017,0,0.0,221.98029893114654,0.0
297,19839.828631192697,-1.1815628374940454,-1,-1.0,-13.80245129758623,19853.631082490283
298,19610.45308553523,-0.3591806063104095,-1,0.0,-229.3755456574654,229.3755456574654
299,19557.4322258847,-0.1608568415999658,0,1.0,-53.02085965053266,-19557.4322258847
300,19296.005686008088,0.2702471163430178,0,0.0,-261.42653987661106,0.0
301,19203.476731387454,-0.2999936186287297,0,0.0,-92.52895462063316,0.0
302,19017.346839986072,-0.4240144366579685,0,0.0,-186.12989140138234,0.0
303,19179.37950243548,0.1168067163500019,0,0.0,162.03266244940824,0.0
304,19282.859662924573,-0.7133148955472941,-1,-1.0,103.48016048909267,19179.37950243548
305,19458.878887397357,-0.0657563230335291,0,1.0,176.01922447278412,-19458.878887397357
306,19352.46437808056,0.247164357784579,0,0.0,-106.4145093167972,0.0
307,19355.64866283191,0.8341464793518791,1,1.0,3.1842847513507877,-19352.46437808056
308,19417.047123059547,0.9486017655612168,1,0.0,61.39846022763595,61.39846022763595
309,19103.760767216805,0.1742059364633159,0,-1.0,-313.2863558427416,19103.760767216805
310,18997.77441650376,0.1661698733518024,0,0.0,-105.9863507130467,0.0
311,19007.17137118849,-0.2648232433538839,0,0.0,9.396954684732918,0.0
312,18758.353436160964,-0.0728992654291287,0,0.0,-248.8179350275277,0.0
313,18700.75308719011,-0.3546965213592306,0,0.0,-57.60034897085279,0.0
314,18858.23332463641,0.2970583663650075,0,0.0,157.48023744629972,0.0
315,18947.848760909863,-0.1134173091168924,0,0.0,89.61543627345236,0.0
316,18755.71973213948,0.2380648133781342,0,0.0,-192.1290287703814,0.0
317,18978.051795994663,1.0108731107425584,1,1.0,222.33206385518133,-18755.71973213948
318,18997.153131450363,-0.3778135173880481,0,-1.0,19.101335455699882,18997.153131450363
319,19270.99176825889,-0.111660800186861,0,0.0,273.83863680852664,0.0
320,19223.62233052641,-0.1894392417788168,0,0.0,-47.36943773247913,0.0
321,18946.60915401132,0.6804396246225886,1,1.0,-277.0131765150909,-19223.62233052641
322,19400.551589334635,-0.9803979746909588,0,-1.0,453.9424353233153,19400.551589334635
323,19142.64044540431,0.1878846895477419,0,0.0,-257.9111439303233,0.0
324,18622.559898785068,0.7384277923732046,1,1.0,-520.0805466192433,-19142.64044540431
325,18892.17187994959,0.5659017827258737,1,0.0,269.61198116452215,269.61198116452215
326,19262.25917356543,-0.5855864954682473,0,-1.0,370.0872936158412,19262.25917356543
327,19517.664336450205,-0.7679153258357665,-1,-1.0,255.40516288477374,19262.25917356543
328,19824.196207986624,-0.1258188306814127,0,1.0,306.5318715364192,-19824.196207986624
329,19948.7472385046,-0.2052304803051294,0,0.0,124.55103051797414,0.0
330,20268.0679329109,0.5524399184959541,0,0.0,319.3206944063022,0.0
331,20134.20284618783,0.3078165975693903,0,0.0,-133.86508672307173,0.0
332,20020.873041459858,0.4120784019514354,0,0.0,-113.32980472797135,0.0
333,20076.378064251476,-0.7718101453881376,-1,-1.0,55.5050227916181,20020.873041459858
334,19622.44141488238,0.5508900064858433,0,1.0,-453.9366493690941,-19622.44141488238
335,19687.13150772629,1.0614082156316411,1,1.0,64.69009284390995,-19622.44141488238
336,19598.53310766945,1.0917475351639436,1,0.0,-88.59840005684237,-88.59840005684237
337,19303.646404917326,-0.6981569155766529,0,-1.0,-294.8867027521228,19303.646404917326
338,19474.573942859657,0.3383134667691716,0,0.0,170.92753794233067,0.0
339,19700.39645084023,0.2723077102286688,0,0.0,225.8225079805743,0.0
340,19509.596655424662,-0.0857971550726004,0,0.0,-190.79979541556895,0.0
341,19238.40881644572,0.4263445250265563,0,0.0,-271.1878389789417,0.0
342,19343.325752931418,-0.1796988433806099,0,0.0,104.91693648569708,0.0
343,19202.858119069813,-0.0888861740486897,0,0.0,-140.46763386160455,0.0
